record_index,accession_number,title,publication_year,authors,doi,article_link,cite_label,screening_category,screening_categories_all,evidence,abstract_missing,host_pest,delivery_mode,nonfoliar_delivery,mortality,lt_lc,colony_nest_effects,dose,extract_status
1544,rayyan-628420294,Entomopathogenic fungi in Portuguese vineyards soils: suggesting a 'Galleria-Tenebrio-bait method' as bait-insects Galleria and Tenebrio significantly underestimate the respective recoveries of Metarhizium (robertsii) and Beauveria (bassiana),2018,"Sharma, Lav;Oliveira, Irene;Torres, Laura;Marques, Guilhermina",10.3897/mycokeys.38.26790,https://doi.org/10.3897/mycokeys.38.26790,Sharma2018,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Portuguese vineyards,bait_station,1,,,,,no_endpoint_in_abstract
4999,rayyan-628424134,Evaluation of a guardian plant system to suppress Frankliniella occidentalis (Thysanoptera: Thripidae) in greenhouse ornamentals.,2023,Sullivan CF;Davari A;Kim JS;Parker BL;Skinner M,10.1002/ps.7556,https://doi.org/10.1002/ps.7556,Sullivan2023,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Frankliniella occidentalis; Western flower,foliar_spray,0,,,,,no_endpoint_in_abstract
2720,rayyan-628421624,"Evaluation of the entomopathogenic fungi Beauveria bassiana, Metarhizium anisopliae, and Isaria fumosorosea for control of Sitophilus oryzae",2014,"Kavallieratos, Nickolas G;Kavallieratos, Nickolas G;Athanassiou, Christos G;Aountala, Maria M;Kontodimas, Demetrius C",10.4315/0362-028x.jfp-13-196,https://doi.org/10.4315/0362-028x.jfp-13-196,Kavallieratos2014,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Sitophilus oryzae,bait_station|foliar_spray,1,,,,,no_endpoint_in_abstract
5088,rayyan-628424479,Evaluation of three formulations of Beauveria bassiana for control of lesser mealworm and hide beetle in Georgia poultry houses.,2003,Geden CJ;Steinkraus DC,10.1603/0022-0493-96.5.1602,https://doi.org/10.1603/0022-0493-96.5.1602,Geden2003,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Initial screening,bait_station,1,,,,,no_endpoint_in_abstract
989,rayyan-628419696,Field applications of Beauveria bassiana to control the European cherry fruit fly Rhagoletis cerasi,2010,"Daniel, C;Wyss, E",10.1111/j.1439-0418.2009.01486.x,https://doi.org/10.1111/j.1439-0418.2009.01486.x,Daniel2010,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|01-existing-products,abstract,0,Field applications; Rhagoletis cerasi,trap|foliar_spray,1,,,,,no_endpoint_in_abstract
5115,rayyan-628424670,"Field efficacy of insect pathogen, botanical, and jasmonic acid for the management of wheat midge Sitodiplosis mosellana and the impact on adult parasitoid Macroglenes penetrans populations in spring wheat.",2019,Shrestha G;Reddy GVP,10.1111/1744-7917.12548,https://doi.org/10.1111/1744-7917.12548,Shrestha2019,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Field efficacy; Sitodiplosis mosellana,trap,1,,,,,no_endpoint_in_abstract
557,rayyan-628416038,Formulation and bio-efficacy of different isolates of Beauveria bassiana against adults and third nymphal instar of desert locust (Schistocerca gregaria Forskal),2024,"Mwikali, Pamela C;Mwamburi, Lizzy A;Peter Musinguzi, Simon",10.1016/j.biocontrol.2024.105642,https://doi.org/10.1016/j.biocontrol.2024.105642,Mwikali2024,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,abstract,0,Schistocerca gregaria,bait_station|foliar_spray,1,90 % mortality,,,,endpoint_in_abstract
1729,rayyan-628420497,Fungal evasion of Drosophila immunity involves blocking the cathepsin-mediated cleavage maturation of the danger-sensing protease,2025,"Tang, Guirong;Song, Shuangxiu;Shang, Junmei;Luo, Yujuan;Li, Shiqin;Wei, Dongxiang;Wang, Chengshu",10.1073/pnas.2419343122,https://doi.org/10.1073/pnas.2419343122,Tang2025,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|02b_strains_traits,abstract,0,Fungal evasion; Drosophila immunity,bait_station,1,,,,,no_endpoint_in_abstract
3737,rayyan-628422668,Impact of soil applications of Beauveria bassiana and Mariannaea sp. on nontarget forest arthropods,1997,"Parker, BL;Skinner, M;Gouli, V;Brownbridge, M",10.1006/bcon.1997.0516,https://doi.org/10.1006/bcon.1997.0516,Parker1997,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,abstract,0,Replicated plots; Postapplication invertebrates,trap|soil_drench,1,,,,,no_endpoint_in_abstract
4368,rayyan-628423316,"Infectivity of housefly, Musca domestica (Diptera: Muscidae) to different entomopathogenic fungi",2016,"Farooq, Muzammil;Freed, Shoaib",10.1016/j.bjm.2016.06.002,https://doi.org/10.1016/j.bjm.2016.06.002,Farooq2016,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Musca domestica,bait_station,1,mortality percentages ranging from 53.00%,LC50 values and a shorter lethal time,fecundity and longevity,,endpoint_in_abstract
610,rayyan-628416112,Integrated management of Tuta absoluta in tomato cultivation in southern Angola: a sustainable approach,2025,"Tito, Noe Jamba;Van-Dunen, Silvio Edjorge Francisco;Regazzo, Jamile Raquel;Antonio, Sebastiao;Zacarias, Joao Baptista;Rossi, Fabricio",10.21203/rs.3.rs-7965828/v1,https://doi.org/10.21203/rs.3.rs-7965828/v1,Tito2025,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Integrated management; Tuta absoluta,trap,1,,,,,no_endpoint_in_abstract
2213,rayyan-628421025,"Integration of Repellency Effect of Neem-Based Insecticide and Pheromone Bio-Trap(R) with Beauveria bassiana (Hypocreales: Cordycipitaceae) to Control the Red Palm Weevil, Rhynchophorus ferrugineus (Olivier) (Coleoptera: Curculionidae)",2021,"Hajjar, MJ;Ajlan, AM;Al-Ahmad, MH",,http://europepmc.org/abstract/AGR/IND607523531,Hajjar2021,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Rhynchophorus ferrugineus,trap|foliar_spray,1,100% mortality | caused 100% mortality,LC50 of neem-based insecticide,,,endpoint_in_abstract
5030,rayyan-628424223,Isolation and identification of entomopathogenic fungi strains for Colorado potato beetle (Leptinotarsa decemlineata) control.,2024,Konopicka J;Skokova Habustova O;Janova N;Zurovcova M;Dolezal P;Zemek R,10.1093/jambio/lxae213,https://doi.org/10.1093/jambio/lxae213,Konopicka2024,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,abstract,0,Colorado potato; Leptinotarsa decemlineata,bait_station,1,,,,,no_endpoint_in_abstract
5545,rayyan-628425857,"Isolation, morphological characterization, and screening virulence of Beauveria bassiana and Metarhizium robertsii fungal isolates on Galleria mellonella.",2023,Geremew D;Shiberu T;Leta A,10.12688/f1000research.134020.5,https://doi.org/10.12688/f1000research.134020.5,Geremew2023,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|02b_strains_traits,abstract,0,Galleria mellonella,bait_station|endophytic,1,mortality rate of Galleria melonella (100%,,,,endpoint_in_abstract
4511,rayyan-628423462,"Laboratory evaluation of Beauveria bassiana (Moniliales: Moniliaceae) against the lesser mealworm, Alphitobius diaperinus (Coleoptera: Tenebrionidae), in poultry litter, soil, and a pupal trap",1998,"Geden, CJ;Arends, JJ;Rutz, DA;Steinkraus, DC",10.1006/bcon.1998.0647,https://doi.org/10.1006/bcon.1998.0647,Geden1998,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Alphitobius diaperinus,trap|direct_contact_bioassay,1,,LC50 = 1 | LC90 = 9 | LC50 = 2 | LC90 = 4,,,endpoint_in_abstract
5528,rayyan-628425810,Longifolene enhances Beauveria bassiana bait by counteracting repellency in the fungus-growing termite Odontotermes formosanus.,2026,Lin Y;Huang J;Huang J;Yu W;Akutse KS;Lin S,10.1002/ps.71038,https://doi.org/10.1002/ps.71038,Lin2026,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Longifolene enhances; Odontotermes formosanus,bait_station,1,,,,,no_endpoint_in_abstract
3623,rayyan-628422545,Meta-Analysis and Evaluation by Insect-Mediated Baiting Reveal Different Patterns of Hypocrealean Entomopathogenic Fungi in the Soils From Two Regions of China,2020,"Masoudi, Abolfazl;Wang, Min;Zhang, Xiaoli;Wang, Can;Qiu, Zhaoxi;Wang, Wenying;Wang, Hui;Liu, Jingze",10.3389/fmicb.2020.01133,https://doi.org/10.3389/fmicb.2020.01133,Masoudi2020,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Sichuan provinces; Tenebrio molitor,bait_station,1,,,,,no_endpoint_in_abstract
3427,rayyan-628422347,Microbial control of Musca domestica (Diptera: Muscidae) with selected strains of Beauveria bassiana,2005,"Lecuona, Roberto E;Turica, Mariana;Tarocco, Federico;Crespo, Diana C",10.1093/jmedent/42.3.332,https://doi.org/10.1093/jmedent/42.3.332,Lecuona2005,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|02b_strains_traits,abstract,0,Musca domestica,bait_station,1,90% mortality,,,,endpoint_in_abstract
139,rayyan-628415320,New Approach of Beauveria bassiana to Control the Red Palm Weevil (Coleoptera: Curculionidae) by Trapping Technique,2015,"Hajjar, M J;Ajlan, A M;Al-Ahmad, M H",10.1093/jee/tou055,https://doi.org/10.1093/jee/tou055,Hajjar2015,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|01-existing-products,abstract,0,Rhynchophorus ferrugineus,trap|contaminated_forager,1,100% mortality | caused 100% mortality,LC50 of B | LT50 was 13,,,endpoint_in_abstract
6140,rayyan-628432905,"New Metabolites, Antifeedant, Insecticidal Activities, and Reciprocal Relationship Between Insect and Fungus from Endophyte Schizophyllum commune",2022,"Wang, Cui-Fang;Yang, Xue-Qiong;Sun, Jing;Wang, Ting;Cui, Han-Rong;Yang, Ya-Bin;Ding, Zhong-Tao",10.1002/cbdv.202200130,https://doi.org/10.1002/cbdv.202200130,Wang2022,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Schizophyllum commune; Five new,endophytic,0,,,,,no_endpoint_in_abstract
4918,rayyan-628423958,Occurrence and diversity of insect-associated fungi in natural soils in China,2008,"Sun, Bing-Da;Liu, Xing-Zhong",10.1016/j.apsoil.2007.12.001,https://doi.org/10.1016/j.apsoil.2007.12.001,Sun2008,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Galleria biat; Galleria mellonella,bait_station,1,,,,,no_endpoint_in_abstract
3965,rayyan-628422905,"Occurrence of entomopathogenic fungi from agricultural and natural ecosystems in Saltillo, Mexico, and their virulence towards thrips and whiteflies",2011,"Sanchez-Pena, Sergio R;Lara, Jorge San-Juan;Medina, Raul F",10.1673/031.011.0101,https://doi.org/10.1673/031.011.0101,Sanchez-Pena2011,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|02b_strains_traits,abstract,0,Tenebrio molitor,bait_station,1,mortality on thrips (some causing 88% | mortality levels against whiteflies (75% | 88% mortality,,,,endpoint_in_abstract
5714,rayyan-628426283,Perspectives for the biological control of Cameraria ohridella.,2007,Zemek R;Prenerova E;Volter L;Weyda F;Skuhravy V,,https://pubmed.ncbi.nlm.nih.gov/18399483/,Zemek2007,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,abstract,0,Cameraria ohridella,bait_station,1,,,,,no_endpoint_in_abstract
