record_index,accession_number,title,year,doi,article_link,urls,abstract
434,rayyan-628415801,Synergistic interaction between Beauveria bassiana- and Bacillus thuringiensis tenebrionis-based biopesticides applied against field populations of Colorado potato beetle larvae,2005,10.1016/j.jip.2005.09.005,https://doi.org/10.1016/j.jip.2005.09.005,https://app.dimensions.ai/details/publication/pub.1036012633,"Commercial biopesticides based on the fungal pathogen Beauveria bassiana strain GHA and the bacterial pathogen Bacillus thuringiensis tenebrionis were applied alone and in combination (tank mixed) against larval populations of the Colorado potato beetle, Leptinotarsa decemlineata, in small plots of potatoes over three field seasons. Interactions between the two products were evaluated in terms of pest-control efficacy. B. bassiana (formulated as Mycotrol) was applied at low and medium label rates of 1.25 and 2.5 x 10(13) conidia/ha, and B. thuringienis (formulated as Novodor) was applied at low and high label rates of 40.3 and 120.8 x 10(6) Leptinotarsa units/ha. Two weekly applications of the bacterial pesticide alone provided 50-85% control of beetle larvae within 14 days after the initial application, while applications of the mycopesticide alone produced no greater than 25% control. Maximum control, in nearly all tests, was produced by the combination of the two products. The combined treatments produced a statistically significant 6-35% greater reduction in larval populations than would have been predicted had the two biopesticides acted independently. This low-level synergistic interaction was observed during all field seasons and resulted from combinations at all rates, including, in one of two tests, the low rates of each product. These results indicate that B. thuringiensis and B. bassiana have strong potential for integrated biologically based management of Colorado"
1666,rayyan-628420426,Effects of different Beauveria bassiana isolates on field populations of Lygus lineolaris in pigweed (Amaranthus spp.),2006,10.1016/j.biocontrol.2006.08.005,https://doi.org/10.1016/j.biocontrol.2006.08.005,"[""http://europepmc.org/abstract/AGR/IND43862193"", ""https://doi.org/10.1016/j.biocontrol.2006.08.005""]","The tarnished plant bug, Lygus lineolaris (Palisot de Beauvois), is a pest of various fruit, vegetable, fiber, and seed crops; including cotton. Lygus spp. populations often build on alternate host plants before moving to cotton, and in the midsouthern U.S. wild host plants, such as pigweed (Amaranthus spp.), play a major role in L. lineolaris population development. Three isolates of the entomopathogenic fungus Beauveria bassiana (Balsamo) were evaluated for L. lineolaris control in redroot pigweed (Amaranthus retroflexus L.): one from L. lineolaris in Mississippi (TPB3); one from Lygus hesperus (Knight) in California (WTPB2); and one commercial isolate from Mycotrol(R) (GHA). Fungal applications resulted in moderate to high mycosis in adults (33 to 80%) and moderate mycosis in nymphs (36 to 53%) that were collected from field plots at 2 days post-treatment and incubated under laboratory conditions. Although TPB3 was previously found to be more pathogenic in laboratory bioassays, there was not a consistent separation of this isolate from the other two isolates in field trials. Where differences in adult mycosis or mortality were observed, TPB3 was the most pathogenic. However, in one field trial 7 day mortality for nymphs treated with GHA was higher than those treated with TPB3 or WTPB2. Infection rates at 2, 7, and 14 days post-treatment from caged and non-caged adults suggested that movement of adults among plots occurred, which could have masked some treatment effects. Fung"
4045,rayyan-628422986,Influence of temperature on the insecticidal effect of Beauveria bassiana in combination with diatomaceous earth against Rhyzopertha dominica and Sitophilus oryzae on stored wheat,2006,10.1016/j.biocontrol.2006.03.009,https://doi.org/10.1016/j.biocontrol.2006.03.009,"[""http://europepmc.org/abstract/AGR/IND43815051"", ""https://doi.org/10.1016/j.biocontrol.2006.03.009""]","Laboratory experiments were carried out in order to evaluate the insecticidal effect of Beauveria bassiana (Balsamo) Vuillemin formulations against adults of Rhyzopertha dominica (F.) and Sitophilus oryzae (L.) on stored wheat. To assess B. bassiana effect, the formulated product Naturalis was applied at three dose rates, 2500, 5000, and 10,000 ppm. Also, wheat was treated with the diatomaceous earth (DE) formulation SilicoSec (Biofa, Germany), at two dose rates, 0.2 and 0.5 g/kg of wheat either alone or in combination with each fungal rate. Dead adults were counted 24 h, 48 h, 7 days, and 14 days later. The bioassays were conducted at three temperatures, 22, 26, and 30 C and one RH level, 55%. Generally, the increase of temperature increased the insecticidal effect of DE against R. dominica and S. oryzae, but B. bassiana was more effective at 26 C than at 30 C, for both species examined. The simultaneous use of DE in the fungal formulation moderated this negative effect. Both species were almost equally susceptible to SilicoSec. In contrast, R. dominica was more susceptible than S. oryzae to B. bassiana. Some combination treatment had an additive effect on the fungal efficacy by DE while in others a negative effect was observed."
4987,rayyan-628424099,Susceptibility of Agrilus planipennis (Coleoptera: Buprestidae) to Beauveria bassiana and Metarhizium anisopliae.,2006,10.1603/0022-0493-99.4.1096,https://doi.org/10.1603/0022-0493-99.4.1096,https://pubmed.ncbi.nlm.nih.gov/16937660/,"The susceptibility of Agrilus planipennis Fairmaire (Coleoptera: Buprestidae) to selected strains of the entomopathogenic fungi Beauveria bassiana (Balsamo) Vuillemin and Metarhizium anisopliae (Metschnikoff) Sorokin was evaluated through bioassays with direct immersion or foliar exposure under laboratory conditions. Results showed that A. planipennis adults were susceptible to B. bassiana and M. anisoplae. Significant time-mortality response was found for each isolates. Isolate B. bassiana GHA killed A. planipennis adults at a faster rate compared with other isolates tested, with the lowest average time-to-death values. The LC50 values estimated under direct immersion method ranged from 1.7 x 10(5) to 1.9 x 10(7), 3.5 x 10(4) to 5.3 x 10(5), and 4.1 x 10(3) to 2.9 x 10(5) conidia/ml for B. basissiana and from 3.2 x 10(6) to 1.1 x 10(7), 4.5 x 10(3) to 4.5 x 10(5), and 1.4 x 10(2) to 1.2 x 10(5) conidia/ml for M. anisopliae at 4, 5, and 6 d after treatment, respectively. By days 5 and 6, B. bassiana GHA outperformed all other isolates tested except ARSEF 7234, followed by ARSEF 7152, 6393, and 7180. Significant concentration-mortality response was also observed for two B. bassiana GHA formulations, BotaniGard ES and Mycotrol O, and M. anisopliae F52 when insects were treated through foliar exposure. The LC50 values ranged from 114.5 to 309.6, 18.4 to 797.3, and 345.3 to 362.0 conidia/cm2 for BotaniGard, Mycotrol, and M. anisopliae F52, respectively. Based on the results of t"
2791,rayyan-628421696,Comparisons of ecorational and chemical insecticides against crucifer flea beetle (Coleoptera: Chrysomelidae) on canola,2007,10.1603/0022-0493(2007)100[1201:coeaci]2.0.co;2,https://doi.org/10.1603/0022-0493(2007)100[1201:coeaci]2.0.co;2,"[""http://europepmc.org/abstract/MED/17849871"", ""https://scholarworks.montana.edu/bitstreams/5c9960fe-b204-4348-ad9c-72ddf1e83e94/download""]","Studies were done comparing the insecticides SpinTor (spinosad), BotaniGard (Beauveria bassiana), Neemix (azadirachtin), and Surround (kaolin, a clay) with conventional chemical insecticides Capture (bifenthrin) and Helix XTra (thiamethoxam), all applied at seven rates in a 7-d assay to assess their impact on adult crucifer flea beetle, Phyllotreta cruciferae (Goeze) (Coleoptera: Chrysomelidae). Lethal time (LT) required for 25, 50, and 75% mortality (LT25, LT50, and LT75) and relative potencies for the insecticide concentration groupings (0, 1X-1.5X, and 2X- 4X) were estimated for each treatment by using survival functions. P. cruciferae mortality increased in response to increasing concentrations, especially for Helix XTra, Capture and SpinTor. After 2 d of exposure in 2002, mortality ranged from 54 to 78% for Helix XTra, from 60 to 94% for Capture, and from 66 to 92% for SpinTor across concentrations. In 2003, flea beetle mortality ranged from 37 to 60%, from 29 to 63%, and from 23 to 52% on exposure to Helix XTra, Capture, and SpinTor, respectively, for 2 d. The LT50 and relative potencies of the insecticides were in the order of Helix XTra, Capture, and SpinTor BotaniGard, Neemix, and Surround. In 2002, LT50 values were 1 and 2 d for Capture and SpinTor, 2 d for BotaniGard, and 3 d for Neemix and Surround. In 2003, LT50 values occurred between 2 and 4 d after exposure to Helix XTra, Capture, and SpinTor, with LT50 values of 5-7 d on exposure to BotaniGard, Neemix, and"
3659,rayyan-628422583,"Comparative toxicity of botanical and reduced-risk insecticides to Mediterranean populations of Tetranychus urticae and Phytoseiulus persimilis (Acari Tetranychidae, Phytoseiidae)",2008,10.1016/j.biocontrol.2008.06.011,https://doi.org/10.1016/j.biocontrol.2008.06.011,"[""http://europepmc.org/abstract/AGR/IND44106031"", ""https://doi.org/10.1016/j.biocontrol.2008.06.011""]","The two-spotted spider mite Tetranychus urticae and its predator Phytoseiulus persimilis are widely spread throughout the Mediterranean area. Predator-prey interactions in crops may be affected by pesticides used to control other pests, and thus knowledge of pesticide side-effects is essential when managing spider mite populations following integrated pest management (IPM). Toxicological studies evaluating the effects of pesticides on both predator and prey can better predict their impact on mite communities. The botanical and reduced-risk insecticides recommended for the control of aphids, whiteflies and thrips, Biopiren(R) plus (pyrethrins), Confidor(R) (imidacloprid), Naturalis(R) (Beauveria bassiana), Oikos(R) (azadirachtin), Plenum(R) (pymetrozine) and Rotena(R) (rotenone) were evaluated on T. urticae and P. persimilis females in the laboratory. Mite populations were collected on unsprayed vegetables in the Mediterranean area (island of Sardinia). Mite females were treated by micro-immersion and then reared on treated leaves in holding cells. The survival, fecundity and fertility of mites were assessed. All the products affected mite survival and/or fecundity. Pyrethrins and rotenone were more toxic to P. persimilis than to T. urticae; azadirachtin, B. bassiana and pymetrozine showed an opposite tendency. Imidacloprid had a similar impact on predator and prey. Additional toxicological trials were conducted with T. urticae and P. persimilis eggs. Beauveria bassiana was the most effec"
4212,rayyan-628423157,Compatibility of an entomopathogenic fungus with a predator and a parasitoid in the biological control of greenhouse whitefly,2009,10.1080/09583150902803229,https://doi.org/10.1080/09583150902803229,"[""http://europepmc.org/abstract/AGR/IND44220058"", ""https://doi.org/10.1080/09583150902803229""]","An ongoing debate in biological control consists of whether interference between biological agents can disrupt pest control. This study investigated the outcome of interactions between the entomopathogen Beauveria bassiana with the whitefly predator Dicyphus hesperus and the parasitoid Encarsia formosa, as well as their effect on the control of the greenhouse whitefly Trialeurodes vaporariorum on greenhouse tomato crops. Our objective was to determine whether the generalist B. bassiana would disrupt biological control by interfering with D. hesperus or E. formosa. In experimental greenhouses, whitefly, parasitoid and predator populations were established, and over 27 days, tomato plants were sprayed with three applications of the B. bassiana based product BotaniGard (5.13x10(3) conidia/mm2) or water (control). Populations of greenhouse whitefly and biological control organisms were regularly monitored in control and B. bassiana-treated compartments. Overall, 10.6% of all whiteflies in treated compartments were infected, and 0.98% were both infected and parasitized. There were 31.7 and 22.3% fewer immature and adult whiteflies, respectively, on B. bassiana-treated plants relative to controls. Parasitism by E. formosa and predation by D. hesperus occurred at rates of 7.5 and 2.5%, respectively, in B. bassiana-treated compartments, and 5 and 6%, respectively in control compartments. Our study suggests that applications of B. bassiana for short-term biological control of greenhou"
1269,rayyan-628419994,"Biological response of chilli thrips, Scirtothrips dorsalis Hood (Thysanoptera: Thripidae), to various regimes of chemical and biorational insecticides",2010,10.1016/j.cropro.2010.07.011,https://doi.org/10.1016/j.cropro.2010.07.011,"[""http://europepmc.org/abstract/AGR/IND44425198"", ""https://doi.org/10.1016/j.cropro.2010.07.011""]","The chilli thrips Scirtothrips dorsalis (Hood) (Thysanoptera: Thripidae), a new invasive pest in the USA, is an economically important pest of certain vegetable, ornamental and fruit crops in southern and eastern Asia, Oceania and parts of Africa. These crops cannot be protected from the pest without resorting to the use of chemical insecticides. In order to forestall or delay the development of insecticide resistance in S. dorsalis, we continued our focus on the discovery of insecticides with different modes of action for rotational use. In this study we evaluated candidate insecticides to control S. dorsalis on 'Jalapeno' pepper, Capsicum annuum L.; these materials belong to different IRAC mode of action classes as follows: (i) 4A - neonicotinoids, i.e., imidacloprid, thiamethoxam and dinotefuran, (ii) 5 - spinosyns, i.e., spinosad and spinetoram, (iii) 3A - pyrethroids, i.e., -cyfluthrin, esfenvalerate, -cypermethrin and -cyhalothrin and (iv) 8D - borax mixed together with orange oil and detergents in the TriCon(R) formulation. In addition we evaluated the entomopathogenic fungus, Beauveria bassiana (Botanigard(R)) alone and in combination with the borax formulation at 12 of their usual rates of application. Each of the 3 neonicotinoid insecticides when applied either as a single foliar spray or as a soil drench significantly suppressed both adults and larvae for at least 10 days; indeed imidacloprid did so for 15 days. Dinotefuran was more effective as a foliar spray than a"
502,rayyan-628415946,Comparative virulence of Beauveria bassiana isolates against lepidopteran pests of vegetable crops,2010,10.1016/j.jip.2010.01.001,https://doi.org/10.1016/j.jip.2010.01.001,https://app.dimensions.ai/details/publication/pub.1024587495,"Forty-three isolates of the entomopathogenic fungus Beauveria bassiana were screened for virulence against second-instar larvae of diamondback moth (Plutella xylostella) (DBM), European corn borer (Ostrinia nubilalis) (ECB), corn earworm (Helicoverpa zea) (CEW), and fall armyworm (Spodoptera frugiperda) (FAW); 30 of these isolates were tested against beet armyworm (Spodoptera exigua) (BAW). Highly virulent isolates were also tested against black cutworm (Agrotis ipsilon) (BCW), and the most virulent isolate was also assayed against imported cabbage worm (Pieris rapae) (ICW) and cabbage looper (Trichoplusia ni) (CL). All lepidopteran species tested were susceptible to B. bassiana. Corn earworm and beet armyworm were most susceptible to fungal infection, and fall armyworm was least susceptible. Limited testing suggested low susceptibility of black cutworm and cabbage looper. B. bassiana isolate 1200 exhibited virulence against all pest species greater than or equal to commercial strain GHA of B. bassiana currently registered in the USA as BotaniGard. In assays in which larvae were topically sprayed and maintained on the treated substrate for 24h at 100% relative humidity, 6-day (25 degrees C) median lethal concentrations (LC(50)s) of this isolate against CEW, BAW, DBM, FAW, ICW, ECB, CL, and BCW were 4, 5, 7, 11, 12, 98, 125, and 273 conidia/mm(2), respectively. The respective LC(50)s of commercial strain GHA against these pest species were 9, 67, 97, 1213, 29, 1668, 541, and 3"
216,rayyan-628415426,Compatibility among entomopathogenic hyphocreales and two beneficial insects used to control Trialeurodes vaporariorum (Hemiptera: Aleurodidae) in Mediterranean greenhouses,2011,10.1016/j.jip.2011.05.018,https://doi.org/10.1016/j.jip.2011.05.018,https://app.dimensions.ai/details/publication/pub.1042242650,"The effect of the combined use of Encarsia formosa or Macrolophus caliginosus and one of three marketed mycoinsecticides, Mycotal(R) (Leucanicillium muscarium-based), Naturalis-LTM (Beauveria bassiana-based) and PreFeRal(R) (Isaria fumosorosea-based), on the control of the whitefly, Trialeurodes vaporariorum, was studied under laboratory and greenhouse conditions. The results of both types of tests, the bioassays and the greenhouse trials, for all combinations of E. Formosa with each of the three mycoinsecticides showed that the total mortality of larval populations of T. vaporariorum was not affected. The mortality of T. vaporariorum larvae treated in the second instar revealed the capacity for both B. bassiana- and L. muscarium-based formulations and E. formosa to kill the host either separately or in association. Because of its higher pathogenic activity (under our test conditions), L. muscarium provoked a large proportion of mycoses in larvae exposed to parasitization. In contrast, the efficacy of parasitization was higher in larvae treated with B. bassiana and exposed to E. formosa because of a lower pathogenic activity of the fungus. Bioassays carried out with third-instar larvae of T. vaporariorum showed a low susceptibility to both tested fungi. Consequently, mortalities recorded in larvae subjected to the combined treatments by consecutive exposures or at 2-4 days post-parasitization were mainly caused by the development of the parasitoid. Greenhouse trials showed that fu"
4818,rayyan-628423770,Investigation of native isolates of entomopathogenic fungi for the biological control of three citrus pests,2011,10.1080/09583157.2011.608907,https://doi.org/10.1080/09583157.2011.608907,"[""http://europepmc.org/abstract/AGR/IND44628218"", ""https://doi.org/10.1080/09583157.2011.608907""]","The pathogenicity of 15 isolates of Beauveria bassiana (Balsamo) Vuillemin, five isolates of Metarhizium anisopliae (Metschnikoff) Sorokin and one isolate of M. flavoviride (Gams and Rozsypal) were tested under laboratory conditions against the subterranean life stages of the citrus pests, Ceratitis rosa Karsch, C. capitata Wiedemann (Diptera: Tephritidae) and Thaumatotibia leucotreta Meyrick. (Lepidoptera: Tortricidae). When these citrus pests were treated with a concentration of 1x10(7) conidia mL1, fungal isolates had a significantly greater effect on the adults of C. rosa and C. capitata than they did on the puparia of these two fruit fly species. Further, C. rosa and C. capitata did not differ significantly in their response to entomopathogenic fungi when adult and pupal mycosis were considered. Depending on fungal isolate, the percentage of T. leucotreta adults which emerged from fungal treated sand ranged from 5 to 60% and the percentage of pupae with visible signs of mycosis ranged from 21 to 93%. The relative virulence of the four most promising fungal isolates, as well as the commercially available B. bassiana product, BroadBand(R) (Biological Control Products, South Africa), were compared against one another as log-probit regressions of mortality against T. leucotreta which exhibited a dose-dependent response. The estimated LC50 values of the three most virulent B. bassiana isolates ranged from 6.8x10(5) to 2.1X10(6) conidia mL-1, while those of the least pathogenic"
5129,rayyan-628424718,"Preliminary study of genetic variation in Hawaiian isolates of Beauveria bassiana [Hypocreales, Cordycipitaceae].",2011,10.1016/j.jip.2010.12.008,https://doi.org/10.1016/j.jip.2010.12.008,https://pubmed.ncbi.nlm.nih.gov/21167170/,"There have been no previous surveys documenting genetic diversity in Beauveria bassiana (Balsamo) Vuillemin in Hawaii. We used PCR primers and DNA sequencing to genetically characterize 14 isolates of B. bassiana collected from insects in east Hawaii island (the largest Hawaiian island, known as the 'Big Island') and compared these with the 'GHA' strain found in the commercial product BotaniGard(R). Twelve of the 14 Hawaiian isolates were unique and the GHA strain was not among those isolated from the wild. Our data provides evidence that genetic diversity of B. bassiana in Hawaii is high over small spatial scales."
2464,rayyan-628421294,Virulence of commercial strains of Beauveria bassiana and Metarhizium brunneum (Ascomycota: Hypocreales) against adult Xylosandrus germanus (Coleoptera: Curculionidae) and impact on brood,2011,10.1016/j.biocontrol.2011.04.010,https://doi.org/10.1016/j.biocontrol.2011.04.010,"[""http://europepmc.org/abstract/AGR/IND6083854"", ""https://doi.org/10.1016/j.biocontrol.2011.04.010""]","The ambrosia beetle Xylosandrus germanus (Coleoptera: Curculionidae) is an invasive pest with a wide host range and is a serious pest of orchards and nurseries in the eastern and midwestern US. In this study we evaluated the potential of entomopathogenic fungi Beauveria bassiana and Metarhizium brunneum (Ascomycota: Hypocreales) as control agents against this beetle. Three commercially available strains of these fungi were assayed against adult females to determine their virulence and impact on brood production. Among the three strains tested, B. bassiana Naturalis and M. brunneum F52 were more virulent than B. bassiana GHA. Mortality observed 6days post-spray was 6.7A6.7%, 60A5.8% and 61.7A7.9% for GHA, Naturalis and F52, respectively, at the highest dosage tested (approximately 600conidia/mmA2). Inoculation of adult females did not affect their initial tunneling activity, but resulted in reduced numbers forming galleries and producing brood compared to controls. Broods from treated females were smaller in size, and some had up to 100% of the progeny infected. Infection was observed among all beetle life stages. These data show that the impact of inoculating adult females extends beyond their own survival and suggest that infection of offspring could also significantly affect beetle populations in the field."
495,rayyan-628415930,"Evaluation of organically acceptable insecticides as stand-alone treatments and in rotation for managing yellowmargined leaf beetle, Microtheca ochroloma (Coleoptera: Chrysomelidae), in organic crucifer production",2012,10.1002/ps.2297,https://doi.org/10.1002/ps.2297,https://app.dimensions.ai/details/publication/pub.1016105471,"BACKGROUND: Yellowmargined leaf beetle, Microtheca ochroloma, is the most damaging pest of organic crucifer crops in the southern United States. Experiments were conducted over four growing seasons (2007-2010) in Alabama to evaluate some botanical and microbial insecticides approved by the Organic Materials Review Institute (OMRI) against M. ochroloma in organically grown crucifer crops. Insecticides evaluated included PyGanic((R)) (pyrethrum), Aza-Direct((R)) (azadiractin), Entrust((R)) (spinosad), Mycotrol O((R)) (Beauveria bassiana strain GHA) and NOFLY((R)) [Isaria ( = Paecilomyces) fumosoroseus strain FE 9901]. Two experimental organic formulations, Tick-Ex (Metarhizium anisopliae strain F52) and MBI-203 (Chromobacterium subtsugae), and one non-OMRI-listed formulation, Novodor((R)) (Bacillus thuringiensis subspecies tenebrionis), were also evaluated. The insecticides were applied as stand-alone treatments at recommended field rates on a weekly schedule. In 2010, some of the treatments were also evaluated in rotation/alternation with Entrust((R)) . Insecticide efficacy was determined by comparing densities of M. ochroloma larvae and adults and crop damage ratings in treated versus untreated turnip plots."
971,rayyan-628419676,Management of Frankliniella occidentalis (Thysanoptera: Thripidae) with granular formulations of entomopathogenic fungi,2012,10.1016/j.biocontrol.2012.08.004,https://doi.org/10.1016/j.biocontrol.2012.08.004,"[""http://europepmc.org/abstract/AGR/IND601120484"", ""https://doi.org/10.1016/j.biocontrol.2012.08.004""]","Western flower thrips (WFT), Franklinella occidentalis, is a major pest of ornamentals. Mycotized millet grains with entomopathogenic fungi applied to soil of potted marigold plants were tested to target the soil-dwelling stages of thrips. Two experimental fungal isolates, (Beauveria bassiana [ARS7060] and Metarhizium anisopliae [ERL1171]), were compared with the registered B. bassiana strain GHA [commercialized as BotaniGard(R)] and untreated controls in greenhouse caged trials. Mycotized millet grains were mixed into the upper surface of the potting soil in pots of flowering 'Hero Yellow' marigolds (4g/pot). One week after application five mated WFT females were released onto each plant (four plants per cage). At 8weeks post-infestation, the mean total number of thrips per plant was 81% and 90% less in the ERL1171 and ARS 7060 treatments, respectively, than in the control. The mean numbers of thrips per plant for the control and GHA treatments were not significantly different. Plant damage was 60% less on plants treated with the experimental fungi than the control and GHA treatments. At 10weeks post-application, 75-90% of WFT collected from the treatments of the experimental fungi were infected with the fungal species applied. These results demonstrate that soil applications of entomopathogenic fungi can reduce WFT populations significantly and prevent major damage."
125,rayyan-628415299,"Virulence of select entomopathogenic fungi to the brown marmorated stink bug, Halyomorpha halys (Stal) (Heteroptera: Pentatomidae)",2012,10.1002/ps.2310,https://doi.org/10.1002/ps.2310,https://app.dimensions.ai/details/publication/pub.1040227962,"The brown marmorated stink bug. Halyomorpha halys, (BMSB) is an exotic pest causing damage to fruits and vegetables. They also transmit diseases. Integrated pest management strategies are lacking for this invasive. For the first time, information is presented on the virulence of several entomopathogenic fungi against BMSB. Three Beauveria bassiana and two Metarhizium anispoliae isolates were bioassayed against adult BMSB. One B. bassiana isolate was the active ingredient in BotaniGard(R) which produced 85 and 100% mortality in 9 and 12 days post treatment, respectively. Experimental isolates ERL 1170 and ERL 1540 were also efficacious. Metarhizium anispoliae isolates produced lower mortalities than the B. bassiana isolates. Data presented showed the potential for management of BMSB with entomopathogenic fungi."
2482,rayyan-628421313,"Granulate ambrosia beetle, Xylosandrus crassiusculus (Coleoptera: Curculionidae), survival and brood production following exposure to entomopathogenic and mycoparasitic fungi",2013,10.1016/j.biocontrol.2013.07.015,https://doi.org/10.1016/j.biocontrol.2013.07.015,"[""http://europepmc.org/abstract/AGR/IND601120622"", ""https://doi.org/10.1016/j.biocontrol.2013.07.015""]","The granulate ambrosia beetle, Xylosandrus crassiusculus, is one of the most important exotic pests in orchards and nurseries in the US. The beetle has a wide host range, including some of the most popular and valuable trees in nurseries, and is difficult to control using chemical insecticides because of its cryptic habits. In this study we evaluated the susceptibility of X. crassiusculus to three commercial strains of entomopathogenic fungi and also examined gallery formation and brood production among females exposed to these biocontrol agents and a mycoparasitic fungus, Trichoderma harzianum. All three entomopathogens were virulent to X. crassiusculus: Beauveria bassiana strains GHA and Naturalis and Metarhizium brunneum F52 produced 76.77%, 95.61.1%, and 78.97.8% mortality, respectively, among treated adult females at the highest dose (600conidia/mm2) 5days after inoculation. Females exposed to beech stems treated with entomopathogenic fungi at the highest concentration had lower survival rates and produced fewer galleries. All concentrations tested, however, resulted in females with fewer offspring compared to control. Those exposed to T. harzianum strain KRL-AG2 produced galleries with sparse, patchy, or no symbiont growth, many of which had no or few brood present. Some of the females exposed to either B. bassiana or M. brunneum also had galleries with sparse mycelial growth. These results show the potential of entomopathogenic or mycoparasitic fungi in controlling"
2463,rayyan-628421293,"Laboratory and field bioassays on the effects of Beauveria bassiana Vuillemin (Hypocreales: Cordycipitaceae) on red oak borer, Enaphalodes rufulus (Haldeman) (Coleoptera: Cerambycidae)",2013,10.1016/j.biocontrol.2013.02.001,https://doi.org/10.1016/j.biocontrol.2013.02.001,"[""http://europepmc.org/abstract/AGR/IND601120557"", ""https://doi.org/10.1016/j.biocontrol.2013.02.001""]","An unexpected outbreak of a native longhorned beetle, the red oak borer (Enaphalodes rufulus (Haldeman)), occurred in upland oak forests of Arkansas, Missouri and Oklahoma ca. 1999-2005. Few management tools exist for reducing E. rufulus populations. Laboratory bioassays were conducted to determine susceptibility of all E. rufulus life stages to the fungal pathogen Beauveria bassiana Vuillemin. Egg, neonate, early-instar, pupal, and adult stages of E. rufulus were all susceptible to a natural isolate of B. bassiana collected from E. rufulus (ARSEF 7404) or a commercial B. bassiana product, BotaniGard(R). In July 2003, 10 living, E. rufulus-infested northern red oak (Quercus rubra L.) boles were sprayed with a 2 L BotaniGard(R)B. bassiana suspension of 1.31011 viable conidia per 2m of each bole at a forested site in the Ozark National Forest, Franklin County, Arkansas. The following spring, trees were removed and sampled for E. rufulus larvae that had survived or died during the winter. Live E. rufulus larval density in untreated Q. rubra log samples was significantly greater than in treated log samples with means of 16.41.8 (SE) and 4.42.0 larvae per m2 of bark for untreated and treated logs, respectively. Application of B. bassiana spray against early-instar E. rufulus would be most effective in mid-summer of odd-numbered years to target vulnerable early E. rufulus life stages and to reduce structural damage to trees caused by E. rufulus feeding."
5003,rayyan-628424140,Laboratory assessment of Beauveria bassiana (Hypocreales: Clavicipitaceae) strain GHA for control of Listronotus maculicollis (Coleoptera: Curculionidae) adults.,2013,10.1603/ec12476,https://doi.org/10.1603/ec12476,https://pubmed.ncbi.nlm.nih.gov/24498729/,"Bioassays were designed to evaluate Beauveria bassiana (Balsamo) Vuillemin strain GHA against Listronotus maculicollis (Kirby) adults. B. bassiana and its 'inert' carrier oil in the product BotaniGard and the inert carrier oil alone provided 99 and 96% mortality, respectively, in petri dish assays 1 d after treatment when applied in 1 ml water. When the same treatments were applied in 0.5 ml of carrier water, mortality was only 1.4 and 0.7%, respectively, 1 d after treatment. After 10 d in petri dishes, B. bassiana and its inert carrier oil and the inert carrier oil alone applied in 0.5 ml water showed 77 and 9% mortality, respectively. When one-tenth the label dosage of B. bassiana and inert carrier oil was combined with neonicotinoids applied in 1 ml water, there were significant increases in weevil mortality over the neonicotinoids alone 1 d after treatment. When 88.7% of one-tenth the label dosage of inert carrier oil alone was combined with neonicotinoids clothianidin, imidacloprid, and dinotefuran applied in 1 ml water, there was also a significant increases (38%) with clothianidin in weevil mortality over clothianidin alone 1 d after treatment. B. bassiana and its inert carrier oil provided 28, 50, and 78% mortality at the highest label dosage and 47, 76, and 89% mortality at 4x the highest label dosage in turf plug assays at 7, 10, and 14 d after treatment. Addition of 5 or 20% MycoMax (a nutrient source for B. bassiana) did not significantly increase mortality."
2708,rayyan-628421579,Susceptibility of Microtheca ochroloma (Coleoptera: Chrysomelidae) to Botanical and Microbial Insecticide Formulations,2013,10.1653/024.096.0327,https://doi.org/10.1653/024.096.0327,"[""http://europepmc.org/abstract/AGR/IND601273541"", ""https://bioone.org/journals/florida-entomologist/volume-96/issue-3/024.096.0327/Susceptibility-of-Microtheca-ochroloma-Coleoptera-Chrysomelidae-to-Botanical-and-Microbial/10.1653/024.096.0327.pdf""]","The yellowmargined leaf beetle, Microtheca ochroloma Stal (Coleoptera: Chrysomelidae), is a key pest of organic crucifer production in the southern United States. The susceptibility of larvae and adults of M. ochroloma to some botanical and microbial insecticide formulations was evaluated using laboratory leaf-dip bioassays. Insecticides evaluated included OMRI (Organic Material Review Institute) approved formulations of PyGanic(R) (pyrethrum), Entrust(R) (spinosad), Mycotrol O(R) (Beauveria bassiana strain GHA), and NOFLY(R) (Isaria fumosoroseus strain FE 9901). Others were MBI-203 (experimental organic formulation of Chromobacterium subtsugae) and BotaniGard(R) 22WP (conventional formulation of Beauveria bassiana strain GHA). The insecticides were first evaluated at the field recommended rate against M. ochroloma larvae and adults, followed by multiple-concentration assays to determine the LC50 and LT50 for promising formulations. At the field recommended rates, all tested formulations were toxic to the larvae compared to the untreated control, whereas only Entrust(R) and PyGanic(R) were effective against the adults. Entrust(R) and PyGanic(R) caused 100% mortality to the larvae and adults after just 24 h of exposure. The LC50 values of Entrust(R) and PyGanic(R) were 200 and 15 less than the field recommended rates, respectively. MBI-203 was effective against the larvae (100% mortality after 5 days) but not against the adults. The entomopathogenic fungal formulations, Mycotrol(R), NOFLY(R), and B"
